source_id ra dec pmra pmdec radial_velocity phot_g_mean_mag phot_g_mean_flux_over_error phot_bp_mean_mag phot_bp_mean_flux_over_error phot_rp_mean_mag phot_rp_mean_flux_over_error parallax parallax_error teff_gspphot ruwe number_of_neighbours number_of_mates g_mean_psf_mag g_mean_psf_mag_error r_mean_psf_mag r_mean_psf_mag_error i_mean_psf_mag i_mean_psf_mag_error z_mean_psf_mag z_mean_psf_mag_error y_mean_psf_mag y_mean_psf_mag_error j_m j_msigcom h_m h_msigcom ks_m ks_msigcom phot_g_mean_mag_error phot_bp_mean_mag_error phot_rp_mean_mag_error coord.ra coord.dec rCenter id distance distance_error PRV PPa PPMra PPMdec PPM membership
5329782422652376832 131.35115360545203 -46.65726301704992 -2.5382686951840654 4.984135312352032  18.416157 689.7022 19.07693 31.682335 17.662954 94.36168 0.5166461704534063 0.12330784 4206.657 1.0431627                   0.0031733148185408 0.0343828486327638 0.0121109197992186 131.35115360545203 -46.65726301704992 0.7166079805183544 5329782422652376832 1935.5606548334704 8109.7847  3.4067588464616096 3.4711771453276783 4.907273448452154 8.378450593779831 0.019022064902132565
5329151547801367296 130.85942120318808 -47.76131458801104 -3.1333703331440845 5.091665816639312  20.122652 212.06651     0.3625948033506593 0.45598504  0.92693555                   0.0058141248965   130.85942120318808 -47.76131458801104 0.5759986822601981 5329151547801367296 2757.8994259134943 2193.0544  0.026663824449405567 12.71119548776422 1.227434607502838 13.938630095267058 0.007406650959162199
5329338499145262592 130.12045822694705 -47.571864981619306 -2.5997308056640933 4.994610332983063  20.402937 183.58543 21.132122 8.8361845 19.570684 18.862211 0.5901973555201179 0.47047448  1.0279238                   0.0065244122503333 0.1229055470921022 0.0576853890361635 130.12045822694705 -47.571864981619306 0.5241215657845341 5329338499145262592 1694.3484931726591 2125.514  5.472065666665801 1.696416952497124 4.440990477048285 6.137407429545409 0.0205043621593967
5521595082288436864 129.7911201299873 -46.72289005744849 -2.6180068862889554 4.910527302207649  20.034153 228.91508 20.824467 12.676098 19.320257 24.3575 0.36803062527101 0.4005152  0.9768326                   0.0054852078472504 0.0856976758178537 0.0447349604900833 129.7911201299873 -46.72289005744849 0.7646852163797908 5521595082288436864 2717.1651795652083 2496.7842  0.06082643419573449 1.289940200544031 8.840190684325384 10.130130884869414 0.03733099371990783
5329809291963381632 130.84319952326894 -46.66862397015606 -2.7281421506513546 5.513212732235168  19.494766 377.1332 20.19956 17.890371 18.757128 47.534462 0.2932450840557056 0.22732341  0.95041984                   0.0039849677195429 0.0607524047997608 0.0231515983428548 130.84319952326894 -46.66862397015606 0.54518992039722 5329809291963381632 3410.1168420952536 4399.019  1.3714812805508592 0.01719396295947795 10.45331423890821 10.470508201867688 0.018565778969808926
5329351761988221568 130.81278285961912 -47.45466352989936 -2.648177675647939 5.093393281012544  20.150473 184.91338 20.89089 7.816852 19.205296 17.281141 0.4110521161824089 0.48761058  0.9577113                   0.0064859387506531 0.1389248809715778 0.0629413777040335 130.81278285961912 -47.45466352989936 0.2730459030580699 5329351761988221568 2432.7815394489758 2050.817  0.6863460732541299 0.7405360744795705 1.1883336953481334 1.928869769827704 0.6241300834066058
5329377737955495168 129.842903416828 -47.6470359580677 -2.680038997095872 5.063238498346373  18.986164 549.3588 19.60223 25.216406 18.165688 50.40831 0.441554280235692 0.15707411 4246.548 1.0095298                   0.003390844596775 0.0431470487716621 0.0218679007655705 129.842903416828 -47.6470359580677 0.714147194591547 5329377737955495168 2264.7272255320945 6366.4214  1.3742590286005698 0.3247998131619487 1.9617885865310374 2.2865883996929863 0.45384602457459156
5329149348776503040 130.74980121774027 -47.85793869030067 -2.6903322884540595 5.414339976859277  19.53852 321.44373     0.4027371246676028 0.2647897  0.97217065                   0.0043589628373066   130.74980121774027 -47.85793869030067 0.6600639103896558 5329149348776503040 2483.00923542955 3776.5818  0.5266369416422524 0.22659406594231205 4.906114929053531 5.132708994995843 0.2260738517050446
5329154880701060352 130.8473119694159 -47.71333783436981 -2.854934830305011 4.942070089448638  18.440447 648.71704 19.16206 41.026546 17.665983 77.656166 0.3268425010171398 0.128777 4131.774 1.0762182                   0.0032238098765167 0.0266109156393979 0.0144831355253578 130.8473119694159 -47.71333783436981 0.5274360419901913 5329154880701060352 3059.5776157873647 7765.362  0.20604589302272977 1.0515458713986718 7.014132839761433 8.065678711160105 0.08211664468047883
5329374091524008192 130.57950095897155 -47.15863672767822 -2.895039401957847 5.105246325699599  18.705746 566.6936 19.305239 27.786474 17.796665 67.89864 0.4921271104336391 0.14459752 4566.616 1.0112606                   0.0033559671978975 0.0391737622442349 0.0164311047902245 130.57950095897155 -47.15863672767822 0.0722737994462387 5329374091524008192 2031.9953499794944 6915.748  2.7173603533484787 1.935643801397925 0.9371121428936564 2.8727559442915815 0.2319210155245054
5329415117048740608 130.40378407130603 -47.16300753723434 -2.47891941795462 4.900630730546272  18.433727 662.1976 19.135971 50.28417 17.636559 128.35791 0.3750829858033477 0.12272089 4324.238 1.0286806                   0.0032062537397523 0.0217715386221482 0.0092645935298783 130.40378407130603 -47.16300753723434 0.1823482155816202 5329415117048740608 2666.07667596069 8148.5723  0.12330900365668891 5.781526734441005 9.456608331721357 15.238135066162362 0.004007381169484528
5329370213180124928 130.67920957996458 -47.1724237076743 -2.724320540059628 5.227805332713054  15.030167 3731.5073 15.428328 397.67908 14.4471855 618.9844 0.3341280494533408 0.021285826 8571.717 0.9959381                   0.0027706406752456 0.0039037087043139 0.0041665880464168 130.67920957996458 -47.1724237076743 0.0291844947375149 5329370213180124928 2992.864566851172 46979.617  0.10076329527822257 0.02755123315933804 0.08646947282451474 0.11402070598385278 0.9946301705469227
5329400277944304768 129.4758447600254 -47.35980433820516 -2.893954358775783 5.491192362962487  19.842855 251.87144 20.994688 9.971008 18.804594 40.96058 0.2720476005050999 0.31208175  1.0209682                   0.0051160255498111 0.1089250507539584 0.0267749358650132 129.4758447600254 -47.35980433820516 0.8232893534163123 5329400277944304768 3675.8273116298014 3204.2888  2.940293617932942 1.9082014218494499 9.03840864419743 10.94661006604688 0.007664899177244956
5329466626589392128 131.64661092278166 -47.7959982122731 -2.45705164976627 5.1453777777446295  19.926914 225.37083     0.4248370433414261 0.44829205  0.8900267                   0.0055498304179663   131.64661092278166 -47.7959982122731 0.8907396380668333 5329466626589392128 2353.8437047174725 2230.6887  0.9800239514398381 6.780573894977499 0.30777549590323916 7.088349390880738 0.08910545767086091
5329737243904947840 131.0684384867483 -47.01258740040444 -3.044520560405421 4.998816338184263  20.339655 172.57161 20.996065 10.630314 19.510832 19.596825 0.5411163182277371 0.5894535  1.1042243                   0.0068683987882055 0.102173959923528 0.0555324364818258 131.0684384867483 -47.01258740040444 0.3318229070736028 5329737243904947840 1848.031497692026 1696.4867  4.099894135565729 7.588968901739912 4.2603134491061025 11.849282350846014 0.003088124939120587
5329578845508246016 131.70910201282047 -46.79821052349353 -2.5584871377634246 5.30705421326275  20.04296 228.16374 21.42055 4.3488073 18.99511 27.650007 0.2985948802777119 0.4379432  1.0497552                   0.0054987185567662 0.2496785720268012 0.0394485815716432 131.70910201282047 -46.79821052349353 0.8169119382623505 5329578845508246016 3349.0192432969284 2283.4014  1.0943272846697298 2.8179711170179518 1.23244477603271 4.050415893050662 0.2727657521079548
